previous,current,gap_minutes,missing_bars,classification
2022-09-08 15:55:00-05:00,2022-09-08 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-09 15:55:00-05:00,2022-09-11 17:00:00-05:00,2945,588,weekend_close
2022-09-12 15:55:00-05:00,2022-09-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-13 15:55:00-05:00,2022-09-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-14 15:55:00-05:00,2022-09-14 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-15 15:55:00-05:00,2022-09-15 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-16 15:55:00-05:00,2022-09-18 17:00:00-05:00,2945,588,weekend_close
2022-09-19 15:55:00-05:00,2022-09-19 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-20 15:55:00-05:00,2022-09-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-21 15:55:00-05:00,2022-09-21 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-22 15:55:00-05:00,2022-09-22 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-23 15:55:00-05:00,2022-09-25 17:00:00-05:00,2945,588,weekend_close
2022-09-26 15:55:00-05:00,2022-09-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-27 15:55:00-05:00,2022-09-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-28 15:55:00-05:00,2022-09-28 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-29 15:55:00-05:00,2022-09-29 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-09-30 15:55:00-05:00,2022-10-02 17:00:00-05:00,2945,588,weekend_close
2022-10-03 15:55:00-05:00,2022-10-03 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-04 15:55:00-05:00,2022-10-04 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-05 15:55:00-05:00,2022-10-05 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-06 15:55:00-05:00,2022-10-06 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-07 15:55:00-05:00,2022-10-09 17:00:00-05:00,2945,588,weekend_close
2022-10-10 15:55:00-05:00,2022-10-10 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-11 15:55:00-05:00,2022-10-11 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-12 15:55:00-05:00,2022-10-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-13 15:55:00-05:00,2022-10-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-14 15:55:00-05:00,2022-10-16 17:00:00-05:00,2945,588,weekend_close
2022-10-17 15:55:00-05:00,2022-10-17 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-18 15:55:00-05:00,2022-10-18 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-19 15:55:00-05:00,2022-10-19 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-20 15:55:00-05:00,2022-10-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-21 15:55:00-05:00,2022-10-23 17:00:00-05:00,2945,588,weekend_close
2022-10-24 15:55:00-05:00,2022-10-24 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-25 15:55:00-05:00,2022-10-25 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-26 15:55:00-05:00,2022-10-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-27 15:55:00-05:00,2022-10-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-10-28 15:55:00-05:00,2022-10-30 17:00:00-05:00,2945,588,weekend_close
2022-10-31 15:55:00-05:00,2022-10-31 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-11-01 15:55:00-05:00,2022-11-01 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-11-02 15:55:00-05:00,2022-11-02 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-11-03 15:55:00-05:00,2022-11-03 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2022-11-04 15:55:00-05:00,2022-11-06 17:00:00-06:00,3005,600,weekend_close
2022-11-07 15:55:00-06:00,2022-11-07 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-08 15:55:00-06:00,2022-11-08 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-09 15:55:00-06:00,2022-11-09 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-10 15:55:00-06:00,2022-11-10 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-11 15:55:00-06:00,2022-11-13 17:00:00-06:00,2945,588,weekend_close
2022-11-14 15:55:00-06:00,2022-11-14 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-15 15:55:00-06:00,2022-11-15 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-16 15:55:00-06:00,2022-11-16 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-17 15:55:00-06:00,2022-11-17 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-18 15:55:00-06:00,2022-11-20 17:00:00-06:00,2945,588,weekend_close
2022-11-21 15:55:00-06:00,2022-11-21 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-22 15:55:00-06:00,2022-11-22 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-23 15:55:00-06:00,2022-11-23 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-24 11:55:00-06:00,2022-11-24 17:00:00-06:00,305,60,holiday_or_scheduled_closure
2022-11-25 12:10:00-06:00,2022-11-27 17:00:00-06:00,3170,633,weekend_close
2022-11-28 15:55:00-06:00,2022-11-28 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-29 15:55:00-06:00,2022-11-29 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-11-30 15:55:00-06:00,2022-11-30 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-01 15:55:00-06:00,2022-12-01 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-02 15:55:00-06:00,2022-12-04 17:00:00-06:00,2945,588,weekend_close
2022-12-05 15:55:00-06:00,2022-12-05 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-06 15:55:00-06:00,2022-12-06 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-07 15:55:00-06:00,2022-12-07 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-08 15:55:00-06:00,2022-12-08 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-09 15:55:00-06:00,2022-12-11 17:00:00-06:00,2945,588,weekend_close
2022-12-12 15:55:00-06:00,2022-12-12 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-13 15:55:00-06:00,2022-12-13 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-14 15:55:00-06:00,2022-12-14 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-15 15:55:00-06:00,2022-12-15 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-16 15:55:00-06:00,2022-12-18 17:00:00-06:00,2945,588,weekend_close
2022-12-19 15:55:00-06:00,2022-12-19 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-20 15:55:00-06:00,2022-12-20 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-21 15:55:00-06:00,2022-12-21 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-22 15:55:00-06:00,2022-12-22 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-23 15:55:00-06:00,2022-12-26 17:00:00-06:00,4385,876,holiday_or_scheduled_closure
2022-12-27 15:55:00-06:00,2022-12-27 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-28 15:55:00-06:00,2022-12-28 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-29 15:55:00-06:00,2022-12-29 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2022-12-30 15:55:00-06:00,2023-01-02 17:00:00-06:00,4385,876,holiday_or_scheduled_closure
2023-01-03 15:55:00-06:00,2023-01-03 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-04 15:55:00-06:00,2023-01-04 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-05 15:55:00-06:00,2023-01-05 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-06 15:55:00-06:00,2023-01-08 17:00:00-06:00,2945,588,weekend_close
2023-01-09 15:55:00-06:00,2023-01-09 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-10 15:55:00-06:00,2023-01-10 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-11 15:55:00-06:00,2023-01-11 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-12 15:55:00-06:00,2023-01-12 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-13 15:55:00-06:00,2023-01-15 17:00:00-06:00,2945,588,weekend_close
2023-01-16 11:55:00-06:00,2023-01-16 17:00:00-06:00,305,60,holiday_or_scheduled_closure
2023-01-17 15:55:00-06:00,2023-01-17 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-18 15:55:00-06:00,2023-01-18 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-19 15:55:00-06:00,2023-01-19 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-20 15:55:00-06:00,2023-01-22 17:00:00-06:00,2945,588,weekend_close
2023-01-23 15:55:00-06:00,2023-01-23 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-24 15:55:00-06:00,2023-01-24 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-25 15:55:00-06:00,2023-01-25 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-26 15:55:00-06:00,2023-01-26 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-27 15:55:00-06:00,2023-01-29 17:00:00-06:00,2945,588,weekend_close
2023-01-30 15:55:00-06:00,2023-01-30 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-01-31 15:55:00-06:00,2023-01-31 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-01 15:55:00-06:00,2023-02-01 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-02 15:55:00-06:00,2023-02-02 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-03 15:55:00-06:00,2023-02-05 17:00:00-06:00,2945,588,weekend_close
2023-02-06 15:55:00-06:00,2023-02-06 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-07 15:55:00-06:00,2023-02-07 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-08 15:55:00-06:00,2023-02-08 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-09 15:55:00-06:00,2023-02-09 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-10 15:55:00-06:00,2023-02-12 17:00:00-06:00,2945,588,weekend_close
2023-02-13 15:55:00-06:00,2023-02-13 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-14 15:55:00-06:00,2023-02-14 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-15 15:55:00-06:00,2023-02-15 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-16 15:55:00-06:00,2023-02-16 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-17 15:55:00-06:00,2023-02-19 17:00:00-06:00,2945,588,weekend_close
2023-02-20 11:55:00-06:00,2023-02-20 17:00:00-06:00,305,60,holiday_or_scheduled_closure
2023-02-21 15:55:00-06:00,2023-02-21 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-22 15:55:00-06:00,2023-02-22 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-23 15:55:00-06:00,2023-02-23 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-24 15:55:00-06:00,2023-02-26 17:00:00-06:00,2945,588,weekend_close
2023-02-27 15:55:00-06:00,2023-02-27 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-02-28 15:55:00-06:00,2023-02-28 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-01 15:55:00-06:00,2023-03-01 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-02 15:55:00-06:00,2023-03-02 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-03 15:55:00-06:00,2023-03-05 17:00:00-06:00,2945,588,weekend_close
2023-03-06 15:55:00-06:00,2023-03-06 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-07 15:55:00-06:00,2023-03-07 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-08 15:55:00-06:00,2023-03-08 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-09 15:55:00-06:00,2023-03-09 17:00:00-06:00,65,12,holiday_or_scheduled_closure
2023-03-10 15:55:00-06:00,2023-03-12 17:00:00-05:00,2885,576,weekend_close
2023-03-13 15:55:00-05:00,2023-03-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-14 15:55:00-05:00,2023-03-14 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-15 15:55:00-05:00,2023-03-15 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-16 15:55:00-05:00,2023-03-16 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-17 15:55:00-05:00,2023-03-19 17:00:00-05:00,2945,588,weekend_close
2023-03-20 15:55:00-05:00,2023-03-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-21 15:55:00-05:00,2023-03-21 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-22 15:55:00-05:00,2023-03-22 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-23 15:55:00-05:00,2023-03-23 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-24 15:55:00-05:00,2023-03-26 17:00:00-05:00,2945,588,weekend_close
2023-03-27 15:55:00-05:00,2023-03-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-28 15:55:00-05:00,2023-03-28 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-29 15:55:00-05:00,2023-03-29 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-30 15:55:00-05:00,2023-03-30 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-03-31 15:55:00-05:00,2023-04-02 17:00:00-05:00,2945,588,weekend_close
2023-04-03 15:55:00-05:00,2023-04-03 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-04 15:55:00-05:00,2023-04-04 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-05 15:55:00-05:00,2023-04-05 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-06 15:55:00-05:00,2023-04-06 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-07 08:10:00-05:00,2023-04-09 17:00:00-05:00,3410,681,weekend_close
2023-04-10 15:55:00-05:00,2023-04-10 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-11 15:55:00-05:00,2023-04-11 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-12 15:55:00-05:00,2023-04-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-13 15:55:00-05:00,2023-04-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-14 15:55:00-05:00,2023-04-16 17:00:00-05:00,2945,588,weekend_close
2023-04-17 15:55:00-05:00,2023-04-17 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-18 15:55:00-05:00,2023-04-18 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-19 15:55:00-05:00,2023-04-19 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-20 15:55:00-05:00,2023-04-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-21 15:55:00-05:00,2023-04-23 17:00:00-05:00,2945,588,weekend_close
2023-04-24 15:55:00-05:00,2023-04-24 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-25 15:55:00-05:00,2023-04-25 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-26 15:55:00-05:00,2023-04-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-27 15:55:00-05:00,2023-04-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-04-28 15:55:00-05:00,2023-04-30 17:00:00-05:00,2945,588,weekend_close
2023-05-01 15:55:00-05:00,2023-05-01 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-02 15:55:00-05:00,2023-05-02 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-03 15:55:00-05:00,2023-05-03 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-04 15:55:00-05:00,2023-05-04 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-05 15:55:00-05:00,2023-05-07 17:00:00-05:00,2945,588,weekend_close
2023-05-08 15:55:00-05:00,2023-05-08 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-09 15:55:00-05:00,2023-05-09 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-10 15:55:00-05:00,2023-05-10 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-11 15:55:00-05:00,2023-05-11 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-12 15:55:00-05:00,2023-05-14 17:00:00-05:00,2945,588,weekend_close
2023-05-15 15:55:00-05:00,2023-05-15 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-16 15:55:00-05:00,2023-05-16 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-17 15:55:00-05:00,2023-05-17 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-18 15:55:00-05:00,2023-05-18 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-19 15:55:00-05:00,2023-05-21 17:00:00-05:00,2945,588,weekend_close
2023-05-22 15:55:00-05:00,2023-05-22 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-23 15:55:00-05:00,2023-05-23 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-24 15:55:00-05:00,2023-05-24 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-25 15:55:00-05:00,2023-05-25 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-26 15:55:00-05:00,2023-05-28 17:00:00-05:00,2945,588,weekend_close
2023-05-29 11:55:00-05:00,2023-05-29 17:00:00-05:00,305,60,holiday_or_scheduled_closure
2023-05-30 15:55:00-05:00,2023-05-30 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-05-31 15:55:00-05:00,2023-05-31 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-01 15:55:00-05:00,2023-06-01 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-02 15:55:00-05:00,2023-06-04 17:00:00-05:00,2945,588,weekend_close
2023-06-05 15:55:00-05:00,2023-06-05 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-06 15:55:00-05:00,2023-06-06 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-07 15:55:00-05:00,2023-06-07 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-08 15:55:00-05:00,2023-06-08 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-09 15:55:00-05:00,2023-06-11 17:00:00-05:00,2945,588,weekend_close
2023-06-12 15:55:00-05:00,2023-06-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-13 15:55:00-05:00,2023-06-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-14 15:55:00-05:00,2023-06-14 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-15 15:55:00-05:00,2023-06-15 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-16 15:55:00-05:00,2023-06-18 17:00:00-05:00,2945,588,weekend_close
2023-06-19 11:55:00-05:00,2023-06-19 17:00:00-05:00,305,60,holiday_or_scheduled_closure
2023-06-20 15:55:00-05:00,2023-06-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-21 15:55:00-05:00,2023-06-21 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-22 15:55:00-05:00,2023-06-22 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-23 15:55:00-05:00,2023-06-25 17:00:00-05:00,2945,588,weekend_close
2023-06-26 15:55:00-05:00,2023-06-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-27 15:55:00-05:00,2023-06-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-28 15:55:00-05:00,2023-06-28 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-29 15:55:00-05:00,2023-06-29 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-06-30 15:55:00-05:00,2023-07-02 17:00:00-05:00,2945,588,weekend_close
2023-07-03 12:10:00-05:00,2023-07-03 17:00:00-05:00,290,57,holiday_or_scheduled_closure
2023-07-04 11:55:00-05:00,2023-07-04 17:00:00-05:00,305,60,holiday_or_scheduled_closure
2023-07-05 15:55:00-05:00,2023-07-05 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-06 15:55:00-05:00,2023-07-06 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-07 15:55:00-05:00,2023-07-09 17:00:00-05:00,2945,588,weekend_close
2023-07-10 15:55:00-05:00,2023-07-10 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-11 15:55:00-05:00,2023-07-11 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-12 15:55:00-05:00,2023-07-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-13 15:55:00-05:00,2023-07-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-14 15:55:00-05:00,2023-07-16 17:00:00-05:00,2945,588,weekend_close
2023-07-17 15:55:00-05:00,2023-07-17 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-18 15:55:00-05:00,2023-07-18 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-19 15:55:00-05:00,2023-07-19 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-20 15:55:00-05:00,2023-07-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-21 15:55:00-05:00,2023-07-23 17:00:00-05:00,2945,588,weekend_close
2023-07-24 15:55:00-05:00,2023-07-24 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-25 15:55:00-05:00,2023-07-25 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-26 15:55:00-05:00,2023-07-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-27 15:55:00-05:00,2023-07-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-07-28 15:55:00-05:00,2023-07-30 17:00:00-05:00,2945,588,weekend_close
2023-07-31 15:55:00-05:00,2023-07-31 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-01 15:55:00-05:00,2023-08-01 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-02 15:55:00-05:00,2023-08-02 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-03 15:55:00-05:00,2023-08-03 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-04 15:55:00-05:00,2023-08-06 17:00:00-05:00,2945,588,weekend_close
2023-08-07 15:55:00-05:00,2023-08-07 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-08 15:55:00-05:00,2023-08-08 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-09 15:55:00-05:00,2023-08-09 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-10 15:55:00-05:00,2023-08-10 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-11 15:55:00-05:00,2023-08-13 17:00:00-05:00,2945,588,weekend_close
2023-08-14 15:55:00-05:00,2023-08-14 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-15 15:55:00-05:00,2023-08-15 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-16 15:55:00-05:00,2023-08-16 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-17 15:55:00-05:00,2023-08-17 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-18 15:55:00-05:00,2023-08-20 17:00:00-05:00,2945,588,weekend_close
2023-08-21 15:55:00-05:00,2023-08-21 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-22 15:55:00-05:00,2023-08-22 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-23 15:55:00-05:00,2023-08-23 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-24 15:55:00-05:00,2023-08-24 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-25 15:55:00-05:00,2023-08-27 17:00:00-05:00,2945,588,weekend_close
2023-08-28 15:55:00-05:00,2023-08-28 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-29 15:55:00-05:00,2023-08-29 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-30 15:55:00-05:00,2023-08-30 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-08-31 15:55:00-05:00,2023-08-31 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-01 15:55:00-05:00,2023-09-03 17:00:00-05:00,2945,588,weekend_close
2023-09-04 11:55:00-05:00,2023-09-04 17:00:00-05:00,305,60,holiday_or_scheduled_closure
2023-09-05 15:55:00-05:00,2023-09-05 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-06 15:55:00-05:00,2023-09-06 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-07 15:55:00-05:00,2023-09-07 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-08 15:55:00-05:00,2023-09-10 17:00:00-05:00,2945,588,weekend_close
2023-09-11 15:55:00-05:00,2023-09-11 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-12 15:55:00-05:00,2023-09-12 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-13 15:55:00-05:00,2023-09-13 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-14 15:55:00-05:00,2023-09-14 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-15 15:55:00-05:00,2023-09-17 17:00:00-05:00,2945,588,weekend_close
2023-09-18 15:55:00-05:00,2023-09-18 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-19 15:55:00-05:00,2023-09-19 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-20 15:55:00-05:00,2023-09-20 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-21 15:55:00-05:00,2023-09-21 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-22 15:55:00-05:00,2023-09-24 17:00:00-05:00,2945,588,weekend_close
2023-09-25 15:55:00-05:00,2023-09-25 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-26 15:55:00-05:00,2023-09-26 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-27 15:55:00-05:00,2023-09-27 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-28 15:55:00-05:00,2023-09-28 17:00:00-05:00,65,12,holiday_or_scheduled_closure
2023-09-29 15:55:00-05:00,2023-10-01 17:00:00-05:00,2945,588,weekend_close
2023-10-02 15:55:00-05:00,2023-10-02 17:00:00-05:00,65,12,holiday_or_scheduled_closure
